artist,album,track,overall_loudness,spectral_energy,dissonance,pitch_salience,bpm,beat_loudness,danceability,tuning_frequency,valence,arousal,aggressive,happy,party,relaxed,sad,acoustic,electronic,instrumental,timbreBright,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
Manchester Orchestra,A Black Mile To The Surface,The Sunshine,-14.4423551559,,,,83.9799041748,0.0614744387567,1.22174417973,434.193115234,4.1874843,3.767365,0.07244142,0.002258383,0.9960622,0.018436715,0.61657226,0.118305,0.91158193,0.13096994,0.48139623,104,1,4.48,92.26,65.7,104,25,96.15,90.38,77.88,29.81,21.15,13.46,0,7.69,0,0,8.65,12.5,3.85,0,7.69,20.19,23.08,4.81,6.73,26.92,18.27,0,0,0,0,0,17.31,0,17.31,5.77,0,0.96,8.65,5.77,5.77,0,2.88,2.88,0,0,0,0,0,0,0,0,9.62,2.88,2.88,0,0,0,0,8.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,1.92,0,0,0,0,0,3.85,0,0,0,0,0,0,0,1.92,1.92,20.19,0,25,0,18.27,6.73,0,32.69,0,6.73,0,0,18.27,7.69,0
Manchester Orchestra,A Black Mile To The Surface,The Wolf,-8.85361671448,,,,128.078659058,0.0393399707973,0.94842684269,434.193115234,4.871674,3.2085335,0.63097507,0.005331251,0.99075294,0.2877223,0.950484,0.019365968,0.96116143,0.06473217,0.46676025,400,33.31,77.79,74.51,8.55,57.14,11,92,76,62.5,19,12.75,4.25,2,6,0,0.5,6.25,16,8.75,0.5,14.25,10,7.5,4.75,4,21.25,1.75,3.75,5.25,2,2,2,14.5,2.5,12,2.75,1,3,2,1,2.25,0,3.75,1.25,2.5,1.5,0.5,1,0,0.25,0.25,0,13.25,3.75,0,0,0,1,2.25,9.25,0,0,0.25,0,0.25,0,0,0.25,2,0.25,0.25,0.5,0.5,0.5,3.25,0.5,0.25,0,0.25,0,0,0.5,0.5,0.25,0.75,0.5,0,0.25,0,0,1,0.5,7.25,15,1,3,8.75,2.5,0.5,0.5,3.75,5.5,5.25,2.75,0.5,0.5,0,0,0,14.5,0.75,3.25,1.25,0,5.5,3.75,0
Manchester Orchestra,Cope (Deluxe Version),After The Scripture,-12.5027666092,,,,99.1450653076,0.0131555302069,0.901080429554,442.804626465,3.5568094,3.3766487,0.24095523,0.002892676,0.9964505,0.002115248,0.47728217,0.16787475,0.47601408,0.31405243,0.4738461,163,28.82,68.7,94.62,1.65,163,9.82,88.96,69.94,57.06,22.7,15.34,6.75,4.29,3.68,0.61,0,7.36,16.56,9.82,0,9.82,6.13,5.52,4.91,4.29,16.56,2.45,0.61,6.13,4.91,0.61,0.61,11.66,1.23,10.43,2.45,0.61,4.29,0.61,0,3.68,0.61,7.36,1.23,4.29,4.91,0.61,2.45,0,0,0,0,12.88,1.84,0,0,0,0.61,0.61,11.66,0.61,0,1.84,0,0,0,0,0,4.29,0.61,0.61,1.23,0,1.84,4.91,2.45,1.84,0,0,0,0,0,0.61,0,1.84,1.23,0,0,0.61,0,2.45,0,4.91,18.4,0,3.68,9.82,2.45,0,3.07,5.52,7.36,4.29,3.68,0,0,0,0,0,7.36,0,0,0,0,7.36,0,0
Manchester Orchestra,Cope (Deluxe Version),All That I Really Wanted,-6.70534276962,,,,162.376998901,0.0412232503295,1.17481684685,440.508636475,4.93156,3.153988,0.62606084,0.008857179,0.9846699,0.13522577,0.9185992,0.043026656,0.98107123,0.03263155,0.4670928,207,5.89,37.29,77.17,33.75,207,3.86,97.58,87.44,71.98,28.5,16.91,10.14,0.48,6.28,0,0,11.59,17.39,3.38,0,13.53,13.04,7.73,2.42,2.42,27.54,0.97,7.73,0.97,0.48,0,0.48,24.15,9.18,14.98,2.42,2.42,3.86,0,3.38,0.97,0,3.38,1.93,0.97,0,0,0,0,0,0,0.48,7.73,0.97,0,0,0.97,0,0,6.76,0,0,0,0,0,0,0,0,0.97,0,0,0,0.97,0,1.93,0,0,0,0,0.48,0,0.97,0,0.97,2.9,0,0,0,0,0,0.48,0,8.7,9.66,0,2.9,4.83,0.48,0,0.48,4.83,9.18,5.31,1.45,0,0,0,0,0,3.86,0,0.48,0,0,3.38,0,0
Manchester Orchestra,Cope (Deluxe Version),Choose You,-6.6837387085,,,,155.547668457,0.0349165759981,1.0023111105,440.763122559,5.0570803,3.2938745,0.74216866,0.005417636,0.98404896,0.3224007,0.89708585,0.0279614,0.96730983,0.071866326,0.45944735,193,4.57,28.65,97.01,6.69,193,7.77,92.23,79.27,68.39,26.94,23.83,12.44,0.52,9.33,1.04,0,3.11,12.95,9.33,0,10.88,13.99,2.07,4.66,11.4,23.32,1.04,1.04,5.18,0.52,3.63,1.04,11.92,1.04,9.84,6.22,0.52,0,0,0.52,2.07,0,2.59,0.52,2.07,0.52,0,0.52,0,0,0.52,0,17.1,3.11,0,0,0,0,1.55,13.99,0,0,0,3.63,1.55,0,0.52,1.04,2.07,0,0.52,0,0.52,1.04,0,0,0,0,0,0,0,0,0,0.52,0,0,0.52,0,0,0,0,2.59,8.29,8.29,0,1.55,5.7,0.52,0,0,1.55,6.22,8.81,3.63,0,0,0,0,0,18.13,0,7.77,0,0,10.36,0,0
Manchester Orchestra,Cope (Deluxe Version),Cope,-8.22123241425,,,,138.120162964,0.0421014912426,1.0893689394,441.272583008,4.4336,3.1576972,0.57950175,0.00145491,0.9768198,0.06806115,0.8713606,0.03009048,0.9694717,0.058915555,0.45765918,165,8.65,14.16,99,28.32,82.5,8.48,96.97,84.24,64.85,24.24,13.94,9.09,2.42,1.82,0,0.61,10.3,14.55,5.45,1.21,11.52,9.7,7.88,7.27,2.42,26.67,2.42,3.64,2.42,2.42,0,0,18.18,4.24,13.94,3.03,1.21,3.64,4.24,0.61,3.03,0.61,4.24,2.42,1.82,3.03,2.42,0.61,0,0,0.61,0,6.06,1.21,0.61,0,0.61,0,0,4.85,0,0,0,0,0,0,0,0,1.21,0,0.61,0,0.61,0,1.21,0.61,0,0,0.61,0,0,0,0,0,3.03,0,0.61,0,0,0,0.61,0,10.3,19.39,1.82,5.45,15.76,3.03,0,0,5.45,2.42,8.48,3.64,0,0,0,0,0,7.27,1.82,1.82,0,0,3.64,0,0
Manchester Orchestra,Cope (Deluxe Version),Every Stone,-6.6929397583,,,,117.395324707,0.0447221957147,1.04449188709,441.017791748,5.0040035,3.3490937,0.6985365,0.007778578,0.96662927,0.34089237,0.9431327,0.010680367,0.9810865,0.06133097,0.46720654,141,5.56,44.25,99,53.17,141,4.26,94.33,87.94,68.09,24.11,11.35,4.26,0.71,5.67,0,0,12.77,7.8,3.55,0,18.44,19.86,5.67,4.26,5.67,39.72,0,2.84,1.42,0.71,0,0.71,19.86,6.38,13.48,2.13,2.13,2.13,4.96,0,4.26,0,2.13,2.13,0,0,0,0,0,0,0,0,12.77,3.55,0.71,0.71,0,0,1.42,8.51,0,0,0,0,0,0,0,0,1.42,0,0,0.71,0.71,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0.71,2.84,28.37,0,12.06,16.31,0,0,0,3.55,15.6,15.6,1.42,0,0,0,0,0,21.99,0,7.8,0,0,14.18,0,0
Manchester Orchestra,Cope (Deluxe Version),Girl Harbor,-6.47634124756,,,,155.333694458,0.0493497364223,1.21108913422,441.017791748,5.010223,3.036858,0.5990019,0.007691662,0.9891811,0.15126455,0.9508445,0.024609568,0.9866336,0.035514873,0.48075652,237,4,18.76,91.65,20.23,237,8.86,97.89,83.97,64.98,26.58,21.52,13.08,0,7.59,0.42,0.42,5.06,10.55,4.22,0,11.39,8.86,7.59,6.75,5.49,24.89,5.06,3.38,1.69,1.27,0.42,0,23.63,2.53,20.25,7.17,1.27,5.49,1.27,0.84,3.38,0,1.69,0.84,0.84,0.84,0,0.84,0.42,0,0,0,16.88,6.33,0.84,0,0,0,5.06,10.13,0,0.42,0.42,0.42,0,0,0,0,0.84,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,1.69,2.95,0,0.42,0,0,0,0,1.69,10.97,7.59,0.42,0.84,4.22,0.84,0.84,0.42,2.95,1.27,8.44,0,0,0,0,0,0,6.33,0,1.27,0,0,5.06,0,0
Manchester Orchestra,Cope (Deluxe Version),Indentions,-7.7835187912,,,,123.039764404,0.0426797419786,1.06584596634,440,4.6043997,3.4467611,0.6327073,0.002356137,0.957449,0.119714156,0.9533374,0.007036665,0.983731,0.04990677,0.46528065,88,14.21,1.08,99,NA,29.33,19.32,90.91,72.73,55.68,22.73,15.91,12.5,0,2.27,0,1.14,6.82,7.95,4.55,0,10.23,11.36,3.41,0,7.95,25,2.27,4.55,3.41,0,1.14,2.27,18.18,3.41,14.77,4.55,5.68,1.14,3.41,1.14,0,0,0,0,0,0,0,0,0,0,0,0,5.68,1.14,0,0,0,0,1.14,4.55,0,0,0,0,0,0,0,0,3.41,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,13.64,1.14,5.68,5.68,2.27,0,0,5.68,4.55,4.55,6.82,0,0,0,0,0,18.18,3.41,0,1.14,0,9.09,4.55,0
Manchester Orchestra,Cope (Deluxe Version),Never Really Been Another Way Out,-6.2572479248,,,,108.457519531,0.0370019599795,1.11224102974,441.527557373,5.1835184,3.2390041,0.68009853,0.010788686,0.97909236,0.3384612,0.84488237,0.078007,0.96136415,0.08062004,0.46110624,194,1,61.5,99,14.58,64.67,2.58,97.42,85.57,69.59,21.65,15.98,5.67,0,9.79,0,0.52,5.67,18.04,6.19,0.52,10.31,13.92,14.95,6.19,7.22,26.29,3.09,3.09,2.06,0.52,1.03,0.52,23.2,6.19,15.98,4.64,1.55,2.06,1.55,2.06,4.64,0,1.55,0.52,1.03,0,0,0,0,0,0,0,16.49,3.09,0,0,0,0.52,0.52,11.34,0,0,0,0.52,0,0,0,0,2.58,0.52,2.06,0,0,0,1.55,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,1.55,12.89,18.04,0,3.61,11.86,0,1.55,1.55,6.7,3.09,13.4,2.58,0.52,0,0,0.52,0,15.46,0.52,4.64,0.52,0,8.76,1.03,0
Manchester Orchestra,Cope (Deluxe Version),See It Again,-7.00479364395,,,,155.285690308,0.0436116009951,1.14870965481,441.272583008,4.687947,3.093448,0.6667498,0.002299991,0.98078257,0.13775215,0.8632413,0.046849437,0.97120047,0.08437526,0.45148382,261,5.28,1,99,15.91,261,6.51,96.17,82.76,64.75,17.24,9.58,7.66,1.15,0.77,0,0,7.66,13.03,4.21,0,16.48,10.34,14.94,4.98,11.11,29.89,3.83,2.3,1.92,1.15,0.38,0.38,24.52,9.2,15.33,5.75,1.15,1.53,3.07,1.53,5.75,0,0.38,0,0.38,0,0,0,0,0,0,0,6.51,3.83,0,0,0.38,0,2.68,2.68,0,0,0,0,0.38,0,0,0.38,1.53,0,0.77,0,0.77,0,3.07,0,0,0,0,0,0,0,0.38,0.77,0,0.77,0,0,0,0.38,0.38,0,15.71,10.73,0.38,1.15,3.83,4.6,0,1.15,9.96,5.36,5.75,8.05,0,0,0,0,0,9.58,0,0.38,0,0,9.2,0,0
Manchester Orchestra,Cope (Deluxe Version),The Mansion,-7.16676616669,,,,145.446014404,0.0500248074532,1.11901140213,438.984558105,4.7973733,3.1716654,0.6121852,0.002375212,0.9755215,0.16582261,0.8831432,0.043535948,0.9741151,0.07413459,0.46646008,173,5.58,53.87,81.8,3.43,173,8.09,94.8,76.88,60.69,27.75,17.92,8.09,2.31,3.47,2.89,0.58,9.83,16.18,8.09,0,6.94,8.67,6.36,4.62,5.2,20.23,4.05,1.73,3.47,2.89,0,0.58,20.81,4.62,16.18,5.78,2.31,2.31,3.47,1.73,4.05,1.73,2.31,0,2.31,0,0,0,0,0,0,0,19.65,5.78,0.58,0.58,0,1.73,2.89,13.87,0.58,0,0.58,5.2,0,0,0,0,1.16,0,0,0,0,1.16,1.73,0,0,0,0,0,0,0,0.58,0,0.58,0.58,0,0,0,0,0,0,6.94,10.4,0,1.16,6.36,2.31,0,0,2.89,8.09,5.78,1.16,0.58,0,0,0.58,0,8.67,0,1.73,0,0,5.78,1.16,0
Manchester Orchestra,Cope (Deluxe Version),The Ocean,-6.64691495895,,,,139.143417358,0.0338374301791,1.1046128273,440.254241943,5.0366535,3.27726,0.59620494,0.0107231,0.96981776,0.25820383,0.8785257,0.055033974,0.96143216,0.09075726,0.46637094,115,17.87,14.97,94.54,61.25,57.5,4.35,93.04,78.26,62.61,25.22,13.04,8.7,0.87,3.48,0,0,12.17,20.87,9.57,1.74,12.17,10.43,7.83,2.61,4.35,24.35,2.61,2.61,2.61,0.87,0.87,0.87,9.57,3.48,6.09,3.48,1.74,0.87,0.87,0,0.87,0,5.22,3.48,0.87,1.74,1.74,0,0,0,0,0.87,11.3,6.09,0,0,0,0,2.61,5.22,0,0,0,0,0,0,0,0,5.22,0,0.87,2.61,0,1.74,4.35,0.87,0,0,0,0,0,0,2.61,0,0.87,0,0,0,0,0,0,0,11.3,9.57,0,2.61,6.96,0,0,0.87,5.22,1.74,13.04,3.48,0,0,0,0,0,16.52,0,6.96,0.87,0,8.7,0,0
Manchester Orchestra,Cope (Deluxe Version),Top Notch,-7.09999370575,,,,130.272171021,0.0382367484272,1.07471203804,441.527557373,4.956479,3.4312346,0.63826555,0.011136117,0.9529586,0.35117793,0.7812734,0.117962405,0.9107001,0.17782977,0.46099722,184,9.71,49.76,74.45,6.28,92,8.7,94.02,78.26,64.67,22.83,8.7,2.72,2.17,1.63,1.09,1.09,14.13,19.57,4.35,2.17,12.5,8.15,7.07,8.15,4.35,20.65,1.09,7.07,4.35,2.72,1.63,0,22.83,9.24,13.59,5.98,3.26,1.63,1.63,1.09,2.72,0,1.63,0,1.63,0.54,0,0.54,0,0,0,0,9.78,2.17,0,0,0,0.54,1.09,7.61,0.54,0,0,1.63,0,0,0,0,1.63,0,0.54,0,0,1.09,2.72,1.09,0.54,0,0,0,0,0,0.54,0,0,1.09,0,0,0,0,0,1.63,5.43,12.5,1.63,1.09,8.15,2.17,1.09,0,3.8,3.26,7.07,1.09,0,0,0,0,0,5.98,0,0,0,0.54,4.35,1.09,0
Manchester Orchestra,Cope (Deluxe Version),Trees,-6.55711078644,,,,172.265380859,0.044525641948,1.02173483372,441.527557373,4.82645,3.0250454,0.7420124,0.003582709,0.9825108,0.15031852,0.9557036,0.005342924,0.9790708,0.043384887,0.46344373,257,31.39,58.59,29.64,4.78,257,8.56,99.22,89.88,54.47,23.74,21.79,12.06,0,9.34,0,0.39,1.95,3.89,0.78,0,15.95,3.11,5.45,5.84,1.56,29.96,3.5,3.5,1.17,0,0.78,0.39,22.57,0,22.57,5.84,1.56,12.84,0.39,0,2.33,0,3.5,0.78,2.72,1.95,0.78,1.17,0,0.39,0,0,12.45,2.72,0,0,0,0,2.33,9.73,0,0,0,0,0,0,0,0,0.39,0,0,0,0.39,0,5.84,0.39,0,0,0.39,0,0,0,0,0.78,11.67,1.17,1.17,0,0,0,0.39,0,7.39,7.78,0,2.72,1.95,0.39,0,2.72,3.11,13.23,5.06,2.72,7,0.78,1.56,4.67,0,8.17,0,5.06,0,0,2.33,0.78,0
Manchester Orchestra,Fourteen Years Of Excellence,Anne Louise,-17.6817741394,,,,112.108680725,0.0236278623343,0.85151040554,440.508636475,3.681584,3.6826875,0.14128664,0.003209227,0.9802755,0.009677163,0.44155365,0.049251657,0.5884226,0.34537306,0.46778798,130,33.15,53.84,68.46,56.22,130,12.31,89.23,72.31,56.15,24.62,16.92,9.23,0.77,5.38,0,1.54,7.69,15.38,6.15,0.77,13.08,9.23,1.54,5.38,0.77,23.85,2.31,2.31,3.85,0.77,1.54,1.54,11.54,0.77,10.77,3.85,0.77,3.85,3.08,0,0.77,1.54,7.69,4.62,2.31,2.31,2.31,0,0,0,0,0.77,11.54,3.85,0,0,0.77,0,0.77,7.69,0,0,0,0,0,0,0,0,10.77,0,0.77,0.77,3.85,5.38,3.08,0,0,0,0,0,0,0,1.54,0.77,2.31,0,0,0,0,0,0,0,3.85,10,1.54,1.54,6.92,1.54,0,0.77,2.31,8.46,0.77,5.38,0,0,0,0,0,12.31,0,0,0,0,6.92,5.38,0
Manchester Orchestra,Fourteen Years Of Excellence,Do You Really Like Being Alone,-16.0427875519,,,,123.342460632,0.0185005236417,0.925988554955,437.465789795,3.6562855,3.5380707,0.07993767,0.001760534,0.98956287,0.00818358,0.23198432,0.15640004,0.43405432,0.43679577,0.46853095,387,4.46,60.05,72.69,38.99,387,4.91,93.28,78.29,64.08,22.22,19.38,9.82,1.81,5.94,0.78,1.03,2.84,11.63,4.39,0.26,9.82,12.66,9.82,6.2,2.33,23,6.72,1.81,4.13,2.84,0.52,0.78,16.02,1.55,14.47,3.1,1.29,2.33,3.36,5.17,2.58,0,5.68,3.1,1.81,1.81,1.29,0.26,0,0,0,0.52,17.83,4.13,0.26,0,0.26,1.03,1.81,10.85,0.78,0,0.52,0.78,0,0,0,0,5.17,0.52,1.29,0.78,0.78,1.81,1.81,0.26,0,0,0,0,0,0,0.26,0.26,0.26,1.55,0,0.26,0,0,0,0.26,9.04,7.75,0.52,1.29,4.91,0.52,0.26,0.78,2.84,4.91,1.81,2.07,0.78,0,0.52,0.26,0,5.68,0,1.29,0,0,4.39,0,0
Manchester Orchestra,Fourteen Years Of Excellence,It's Okay With Me,-14.3965864182,,,,105.160400391,0.0168331861496,0.81208717823,438.477722168,3.570842,3.4667118,0.03222526,0.001109163,0.9987167,0.001669072,0.24918073,0.30423433,0.5099141,0.23316044,0.46682683,294,1,1.28,99,29.39,294,4.76,97.62,90.14,69.39,32.65,23.81,16.67,0,6.12,0,0.34,8.84,7.14,3.74,0.34,12.93,16.33,6.8,8.16,4.08,27.55,7.48,0.34,0.68,0,0.68,0.34,16.33,0.68,15.65,4.08,2.04,3.06,1.36,0,5.78,0,0.68,0.68,0,0,0,0,0,0,0,0,8.16,0.68,0,0,0,0,0.68,7.14,0,0,0,0.34,0,0,0,0,0.68,0,0.34,0,0,0.34,0,0,0,0,0,0,0,0,0,2.04,0,0.68,1.7,0,0,0,0,0,17.01,8.84,0,2.04,6.8,0.68,0,0,2.72,2.04,14.97,1.02,9.18,0,9.18,0,0,17.69,2.04,3.06,0,0,12.59,0,0
Manchester Orchestra,Fourteen Years Of Excellence,Shake It Out (Alternate Version),-16.3709125519,,,,125.926750183,0.0252856090665,1.00372731686,441.017791748,3.8057842,3.888442,0.23729454,0.002305771,0.99600977,0.045018975,0.36905313,0.16409554,0.4969424,0.2090741,0.46932048,213,3.58,6.39,90.52,2.07,42.6,8.92,97.18,85.92,68.54,26.29,17.37,12.21,0.47,4.69,0,0,8.92,12.68,4.69,0.94,10.8,16.9,5.16,3.29,4.23,30.52,6.57,5.63,2.82,1.41,0,1.41,17.37,3.76,13.62,3.29,1.88,5.16,0,0,3.29,0,4.69,0.94,3.76,1.88,0,1.88,0,0,0,0,10.33,2.35,0,0,0,0.47,0.47,6.1,0.94,0,0,0.94,0,0,0,0,2.35,0,0.94,0,0,1.41,5.16,1.88,0,0,0,0,0,0,1.88,1.88,0.47,0,0,0,1.88,0,0,0,12.68,12.21,0,0.94,6.57,2.82,0.47,2.35,4.23,7.04,11.27,0.94,0.47,0,0,0,0.47,23,1.41,8.45,1.88,0,6.57,4.69,0
Manchester Orchestra,HOPE,All That I Really Wanted,-13.4985752106,,,,129.303024292,0.0352367833257,1.0077958107,442.804626465,3.5797775,3.4985173,0.21017471,4.49085e-4,0.99564064,0.003328502,0.63110536,0.055318873,0.738293,0.20811738,0.46904,207,5.89,37.29,77.17,33.75,207,3.86,97.58,87.44,71.98,28.5,16.91,10.14,0.48,6.28,0,0,11.59,17.39,3.38,0,13.53,13.04,7.73,2.42,2.42,27.54,0.97,7.73,0.97,0.48,0,0.48,24.15,9.18,14.98,2.42,2.42,3.86,0,3.38,0.97,0,3.38,1.93,0.97,0,0,0,0,0,0,0.48,7.73,0.97,0,0,0.97,0,0,6.76,0,0,0,0,0,0,0,0,0.97,0,0,0,0.97,0,1.93,0,0,0,0,0.48,0,0.97,0,0.97,2.9,0,0,0,0,0,0.48,0,8.7,9.66,0,2.9,4.83,0.48,0,0.48,4.83,9.18,5.31,1.45,0,0,0,0,0,3.86,0,0.48,0,0,3.38,0,0
Manchester Orchestra,HOPE,Choose You,-15.414185524,,,,123.163597107,0.0224333070219,0.900434970856,440.254241943,3.6364572,3.32237,0.16004051,0.001212375,0.9941325,0.001795266,0.6753551,0.0575947,0.74324787,0.16519445,0.4684025,193,4.57,28.65,97.01,6.69,193,7.77,92.23,79.27,68.39,26.94,23.83,12.44,0.52,9.33,1.04,0,3.11,12.95,9.33,0,10.88,13.99,2.07,4.66,11.4,23.32,1.04,1.04,5.18,0.52,3.63,1.04,11.92,1.04,9.84,6.22,0.52,0,0,0.52,2.07,0,2.59,0.52,2.07,0.52,0,0.52,0,0,0.52,0,17.1,3.11,0,0,0,0,1.55,13.99,0,0,0,3.63,1.55,0,0.52,1.04,2.07,0,0.52,0,0.52,1.04,0,0,0,0,0,0,0,0,0,0.52,0,0,0.52,0,0,0,0,2.59,8.29,8.29,0,1.55,5.7,0.52,0,0,1.55,6.22,8.81,3.63,0,0,0,0,0,18.13,0,7.77,0,0,10.36,0,0
Manchester Orchestra,HOPE,Cope,-15.806186676,,,,142.896652222,0.0217885039747,0.874000489712,439.745910645,3.4478261,3.2890823,0.17410181,6.1943e-4,0.995865,0.001802989,0.6627046,0.068244465,0.6448278,0.22067456,0.46885866,165,8.65,14.16,99,28.32,82.5,8.48,96.97,84.24,64.85,24.24,13.94,9.09,2.42,1.82,0,0.61,10.3,14.55,5.45,1.21,11.52,9.7,7.88,7.27,2.42,26.67,2.42,3.64,2.42,2.42,0,0,18.18,4.24,13.94,3.03,1.21,3.64,4.24,0.61,3.03,0.61,4.24,2.42,1.82,3.03,2.42,0.61,0,0,0.61,0,6.06,1.21,0.61,0,0.61,0,0,4.85,0,0,0,0,0,0,0,0,1.21,0,0.61,0,0.61,0,1.21,0.61,0,0,0.61,0,0,0,0,0,3.03,0,0.61,0,0,0,0.61,0,10.3,19.39,1.82,5.45,15.76,3.03,0,0,5.45,2.42,8.48,3.64,0,0,0,0,0,7.27,1.82,1.82,0,0,3.64,0,0
Manchester Orchestra,HOPE,Every Stone,-15.5941677094,,,,139.048049927,0.029975451529,0.910181999207,438.477722168,3.3843427,3.198769,0.20383221,3.45305e-4,0.99545264,8.62041e-4,0.85900915,0.004543282,0.8825877,0.14718623,0.47118133,141,5.56,44.25,99,53.17,141,4.26,94.33,87.94,68.09,24.11,11.35,4.26,0.71,5.67,0,0,12.77,7.8,3.55,0,18.44,19.86,5.67,4.26,5.67,39.72,0,2.84,1.42,0.71,0,0.71,19.86,6.38,13.48,2.13,2.13,2.13,4.96,0,4.26,0,2.13,2.13,0,0,0,0,0,0,0,0,12.77,3.55,0.71,0.71,0,0,1.42,8.51,0,0,0,0,0,0,0,0,1.42,0,0,0.71,0.71,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0.71,2.84,28.37,0,12.06,16.31,0,0,0,3.55,15.6,15.6,1.42,0,0,0,0,0,21.99,0,7.8,0,0,14.18,0,0
Manchester Orchestra,HOPE,Girl Harbor,-13.9425821304,,,,143.445281982,0.0286581963301,0.900146961212,440.254241943,3.6882179,3.3678389,0.11711293,9.05776e-4,0.9968303,0.001929249,0.65448594,0.11634247,0.77972335,0.20309238,0.46718916,237,4,18.76,91.65,20.23,237,8.86,97.89,83.97,64.98,26.58,21.52,13.08,0,7.59,0.42,0.42,5.06,10.55,4.22,0,11.39,8.86,7.59,6.75,5.49,24.89,5.06,3.38,1.69,1.27,0.42,0,23.63,2.53,20.25,7.17,1.27,5.49,1.27,0.84,3.38,0,1.69,0.84,0.84,0.84,0,0.84,0.42,0,0,0,16.88,6.33,0.84,0,0,0,5.06,10.13,0,0.42,0.42,0.42,0,0,0,0,0.84,0,0,0,0.42,0.42,0,0,0,0,0,0,0,0,0,1.69,2.95,0,0.42,0,0,0,0,1.69,10.97,7.59,0.42,0.84,4.22,0.84,0.84,0.42,2.95,1.27,8.44,0,0,0,0,0,0,6.33,0,1.27,0,0,5.06,0,0
Manchester Orchestra,HOPE,Indentions,-12.9361476898,,,,109.897651672,0.0385089851916,0.898647725582,438.731048584,3.6041667,3.3755538,0.17363691,4.5928e-4,0.9944631,0.001598646,0.7484788,0.059081096,0.818668,0.16887957,0.45981652,88,14.21,1.08,99,NA,29.33,19.32,90.91,72.73,55.68,22.73,15.91,12.5,0,2.27,0,1.14,6.82,7.95,4.55,0,10.23,11.36,3.41,0,7.95,25,2.27,4.55,3.41,0,1.14,2.27,18.18,3.41,14.77,4.55,5.68,1.14,3.41,1.14,0,0,0,0,0,0,0,0,0,0,0,0,5.68,1.14,0,0,0,0,1.14,4.55,0,0,0,0,0,0,0,0,3.41,0,0,0,0,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,13.64,1.14,5.68,5.68,2.27,0,0,5.68,4.55,4.55,6.82,0,0,0,0,0,18.18,3.41,0,1.14,0,9.09,4.55,0
Manchester Orchestra,HOPE,See It Again,-14.0167093277,,,,80.4069671631,0.0294542033225,0.93061453104,441.527557373,3.6053245,3.3991842,0.337459,7.99939e-4,0.99487776000000006,0.011937616,0.6819721,0.088737294,0.77480143,0.35044906,0.44934908,261,5.28,1,99,15.91,261,6.51,96.17,82.76,64.75,17.24,9.58,7.66,1.15,0.77,0,0,7.66,13.03,4.21,0,16.48,10.34,14.94,4.98,11.11,29.89,3.83,2.3,1.92,1.15,0.38,0.38,24.52,9.2,15.33,5.75,1.15,1.53,3.07,1.53,5.75,0,0.38,0,0.38,0,0,0,0,0,0,0,6.51,3.83,0,0,0.38,0,2.68,2.68,0,0,0,0,0.38,0,0,0.38,1.53,0,0.77,0,0.77,0,3.07,0,0,0,0,0,0,0,0.38,0.77,0,0.77,0,0,0,0.38,0.38,0,15.71,10.73,0.38,1.15,3.83,4.6,0,1.15,9.96,5.36,5.75,8.05,0,0,0,0,0,9.58,0,0.38,0,0,9.2,0,0
